id,seasonNum,episodeNum,sceneNo,characterName
168,1,2,4,Catelyn Stark
169,1,2,4,Bran Stark
170,1,2,4,Cersei Lannister
171,1,2,5,Jon Snow
172,1,2,5,Jaime Lannister
173,1,2,6,Arya Stark
174,1,2,6,Nymeria
175,1,2,6,Jon Snow
176,1,2,7,Catelyn Stark
177,1,2,7,Jon Snow
178,1,2,7,Bran Stark
179,1,2,7,Eddard Stark
180,1,2,8,Jon Snow
181,1,2,8,Robb Stark
182,1,2,9,Tyrion Lannister
183,1,2,9,Benjen Stark
184,1,2,9,Eddard Stark
185,1,2,9,Jon Snow
186,1,2,10,Robert Baratheon
187,1,2,10,Eddard Stark
188,1,2,11,Khal Drogo
189,1,2,11,Daenerys Targaryen
190,1,2,11,Drogon
191,1,2,11,Rhaegal
192,1,2,11,Viserion
193,1,2,12,Jon Snow
194,1,2,12,Ghost
195,1,2,12,Benjen Stark
196,1,2,12,Tyrion Lannister
197,1,2,12,Rast
198,1,2,13,Catelyn Stark
199,1,2,13,Bran Stark
200,1,2,13,Maester Luwin
201,1,2,13,Robb Stark
202,1,2,13,Catspaw Assassin
203,1,2,13,Summer
204,1,2,14,Daenerys Targaryen
205,1,2,14,Doreah
206,1,2,14,Irri
207,1,2,14,Jhiqui
208,1,2,14,Drogon
209,1,2,14,Rhaegal
210,1,2,14,Viserion
211,1,2,15,Benjen Stark
212,1,2,15,Jon Snow
213,1,2,15,Tyrion Lannister
214,1,2,16,Catelyn Stark
215,1,2,17,Catelyn Stark
216,1,2,17,Robb Stark
217,1,2,17,Maester Luwin
218,1,2,17,Rodrik Cassel
219,1,2,17,Theon Greyjoy
220,1,2,18,Catelyn Stark
221,1,2,18,Bran Stark
222,1,2,19,Daenerys Targaryen
223,1,2,19,Doreah
224,1,2,20,Drogon
225,1,2,20,Rhaegal
226,1,2,20,Viserion
227,1,2,20,Khal Drogo
228,1,2,20,Daenerys Targaryen
229,1,2,21,Sansa Stark
230,1,2,21,Lady
231,1,2,21,Joffrey Baratheon
232,1,2,21,Sandor Clegane
233,1,2,21,Ilyn Payne
234,1,2,22,Arya Stark
235,1,2,22,Mycah
236,1,2,22,Joffrey Baratheon
237,1,2,22,Sansa Stark
238,1,2,22,Nymeria
239,1,2,23,Arya Stark
240,1,2,23,Nymeria
241,1,2,24,Eddard Stark
242,1,2,24,Jory Cassel
243,1,2,25,Eddard Stark
244,1,2,25,Arya Stark
245,1,2,25,Joffrey Baratheon
246,1,2,25,Cersei Lannister
247,1,2,25,Robert Baratheon
248,1,2,25,Ilyn Payne
249,1,2,25,Sansa Stark
250,1,2,25,Jory Cassel
251,1,2,26,Sandor Clegane
252,1,2,26,Mycah
253,1,2,26,Eddard Stark
254,1,2,27,Bran Stark
255,1,2,27,Summer
256,1,2,28,Lady
257,1,2,28,Eddard Stark
258,1,2,29,Bran Stark
259,1,2,29,Summer
260,1,2,30,Eddard Stark
261,1,2,30,Lady
262,1,2,31,Bran Stark
263,1,2,31,Summer
264,1,3,1,Eddard Stark
265,1,3,1,Sansa Stark
266,1,3,1,Arya Stark
267,1,3,1,Jory Cassel
268,1,3,1,Septa Mordane
269,1,3,1,Royal Steward
270,1,3,2,Eddard Stark
271,1,3,2,Jaime Lannister
272,1,3,3,Eddard Stark
273,1,3,3,Lord Varys
274,1,3,3,Grand Maester Pycelle
275,1,3,3,Renly Baratheon
276,1,3,3,Petyr Baelish
277,1,3,4,Joffrey Baratheon
278,1,3,4,Cersei Lannister
279,1,3,5,Arya Stark
280,1,3,5,Sansa Stark
281,1,3,5,Septa Mordane
282,1,3,5,Eddard Stark
283,1,3,6,Arya Stark
284,1,3,6,Eddard Stark
285,1,3,7,Bran Stark
286,1,3,7,Old Nan
287,1,3,7,Robb Stark
288,1,3,8,Rodrik Cassel
289,1,3,8,Catelyn Stark
290,1,3,8,Petyr Baelish
291,1,3,8,Lord Varys
292,1,3,9,Tyrion Lannister
293,1,3,9,Jeor Mormont
294,1,3,9,Alliser Thorne
295,1,3,9,Jon Snow
296,1,3,9,Pypar
297,1,3,9,Grenn
298,1,3,9,Rast
299,1,3,10,Eddard Stark
300,1,3,10,Grand Maester Pycelle
301,1,3,10,Petyr Baelish
302,1,3,11,Eddard Stark
303,1,3,11,Petyr Baelish
304,1,3,11,Catelyn Stark
305,1,3,12,Jon Snow
306,1,3,12,Rast
307,1,3,12,Grenn
308,1,3,12,Pypar
309,1,3,12,Tyrion Lannister
310,1,3,13,Petyr Baelish
311,1,3,13,Catelyn Stark
312,1,3,13,Eddard Stark
313,1,3,14,Cersei Lannister
314,1,3,14,Jaime Lannister
315,1,3,15,Eddard Stark
316,1,3,15,Catelyn Stark
317,1,3,15,Rodrik Cassel
318,1,3,15,Jory Cassel
319,1,3,16,Robert Baratheon
320,1,3,16,Barristan Selmy
321,1,3,16,Lancel Lannister
322,1,3,16,Jaime Lannister
323,1,3,17,Khal Drogo
324,1,3,17,Daenerys Targaryen
325,1,3,17,Jorah Mormont
326,1,3,17,Viserys Targaryen
327,1,3,17,Rakharo
328,1,3,17,Irri
329,1,3,18,Jon Snow
330,1,3,18,Benjen Stark
331,1,3,19,Tyrion Lannister
332,1,3,19,Yoren
333,1,3,19,Benjen Stark
334,1,3,20,Daenerys Targaryen
335,1,3,20,Irri
336,1,3,21,Jorah Mormont
337,1,3,21,Rakharo
338,1,3,21,Irri
339,1,3,22,Tyrion Lannister
340,1,3,22,Jon Snow
341,1,3,22,Pypar
342,1,3,22,Grenn
343,1,3,22,Rast
344,1,3,22,Maester Aemon
345,1,3,22,Jeor Mormont
346,1,3,23,Drogon
347,1,3,23,Rhaegal
348,1,3,23,Viserion
349,1,3,23,Daenerys Targaryen
350,1,3,23,Khal Drogo
351,1,3,24,Tyrion Lannister
352,1,3,24,Jon Snow
353,1,3,25,Arya Stark
354,1,3,25,Syrio Forel
355,1,3,25,Eddard Stark
356,1,4,1,Three-Eyed Raven
357,1,4,1,Bran Stark
358,1,4,2,Bran Stark
359,1,4,2,Summer
360,1,4,2,Old Nan
361,1,4,2,Theon Greyjoy
362,1,4,2,Hodor
363,1,4,3,Tyrion Lannister
364,1,4,3,Robb Stark
365,1,4,3,Maester Luwin
366,1,4,3,Yoren
367,1,4,3,Grey Wind
368,1,4,3,Hodor
369,1,4,3,Bran Stark
370,1,4,3,Theon Greyjoy
371,1,4,4,Theon Greyjoy
372,1,4,4,Tyrion Lannister
373,1,4,5,Jon Snow
374,1,4,5,Grenn
375,1,4,5,Alliser Thorne
376,1,4,5,Samwell Tarly
377,1,4,5,Pypar
378,1,4,5,Rast
379,1,4,6,Khal Drogo
380,1,4,6,Jorah Mormont
381,1,4,6,Daenerys Targaryen
382,1,4,6,Viserys Targaryen
383,1,4,7,Jorah Mormont
384,1,4,7,Daenerys Targaryen
385,1,4,8,Viserys Targaryen
386,1,4,8,Doreah
387,1,4,9,Sansa Stark
388,1,4,9,Septa Mordane
389,1,4,10,Eddard Stark
390,1,4,10,Petyr Baelish
391,1,4,10,Renly Baratheon
392,1,4,10,Grand Maester Pycelle
393,1,4,10,Janos Slynt
394,1,4,10,Lord Varys
395,1,4,11,Grand Maester Pycelle
396,1,4,11,Eddard Stark
397,1,4,12,Arya Stark
398,1,4,12,Eddard Stark
399,1,4,13,Jon Snow
400,1,4,13,Samwell Tarly
401,1,4,14,Eddard Stark
402,1,4,14,Petyr Baelish
403,1,4,15,Hugh of the Vale
404,1,4,15,Jory Cassel
405,1,4,16,Jory Cassel
406,1,4,16,Eddard Stark
407,1,4,17,Eddard Stark
408,1,4,17,Gendry
409,1,4,17,Tobho Mott
410,1,4,18,Jory Cassel
411,1,4,18,Eddard Stark
412,1,4,19,Jaime Lannister
413,1,4,19,Jory Cassel
414,1,4,20,Jon Snow
415,1,4,20,Pypar
416,1,4,20,Grenn
417,1,4,20,Rast
418,1,4,21,Rast
419,1,4,21,Jon Snow
420,1,4,21,Grenn
421,1,4,21,Pypar
422,1,4,21,Ghost
423,1,4,22,Samwell Tarly
424,1,4,22,Alliser Thorne
425,1,4,22,Rast
426,1,4,22,Jon Snow
427,1,4,22,Pypar
428,1,4,22,Grenn
429,1,4,23,Viserys Targaryen
430,1,4,23,Doreah
431,1,4,23,Daenerys Targaryen
432,1,4,23,Irri
433,1,4,24,Samwell Tarly
434,1,4,24,Jon Snow
435,1,4,24,Alliser Thorne
436,1,4,25,Daenerys Targaryen
437,1,4,25,Jorah Mormont
438,1,4,26,Robert Baratheon
439,1,4,26,Cersei Lannister
440,1,4,26,Tommen Baratheon
441,1,4,26,Myrcella Baratheon
442,1,4,26,Barristan Selmy
443,1,4,26,Joffrey Baratheon
444,1,4,26,Sansa Stark
445,1,4,26,Petyr Baelish
446,1,4,26,Septa Mordane
447,1,4,26,Arya Stark
448,1,4,26,Sandor Clegane
449,1,4,26,Gregor Clegane
450,1,4,26,Hugh of the Vale
451,1,4,26,Renly Baratheon
452,1,4,27,Jory Cassel
453,1,4,27,Cersei Lannister
454,1,4,27,Eddard Stark
455,1,4,28,Catelyn Stark
456,1,4,28,Rodrik Cassel
457,1,4,28,Marillion
458,1,4,28,Tyrion Lannister
459,1,4,28,Yoren
460,1,4,28,Bronn
461,1,5,1,Eddard Stark
462,1,5,2,Hugh of the Vale
463,1,5,2,Eddard Stark
464,1,5,2,Barristan Selmy
465,1,5,3,Eddard Stark
466,1,5,3,Barristan Selmy
467,1,5,4,Robert Baratheon
468,1,5,4,Lancel Lannister
469,1,5,4,Eddard Stark
470,1,5,5,Gregor Clegane
471,1,5,5,Joffrey Baratheon
472,1,5,5,Eddard Stark
473,1,5,5,Sansa Stark
474,1,5,5,Petyr Baelish
475,1,5,5,Septa Mordane
476,1,5,5,Renly Baratheon
477,1,5,5,Grand Maester Pycelle
478,1,5,5,Loras Tyrell
479,1,5,5,Robert Baratheon
480,1,5,5,Sandor Clegane
481,1,5,5,Barristan Selmy
482,1,5,5,Myrcella Baratheon
483,1,5,5,Tommen Baratheon
484,1,5,6,Marillion
485,1,5,6,Tyrion Lannister
486,1,5,6,Catelyn Stark
487,1,5,6,Rodrik Cassel
488,1,5,6,Bronn
489,1,5,7,Bran Stark
490,1,5,7,Maester Luwin
491,1,5,7,Theon Greyjoy
492,1,5,8,Ros
493,1,5,8,Theon Greyjoy
494,1,5,9,Arya Stark
495,1,5,10,Lord Varys
496,1,5,10,Eddard Stark
497,1,5,10,Jory Cassel
498,1,5,11,Arya Stark
499,1,5,11,Lord Varys
500,1,5,11,Illyrio Mopatis
501,1,5,12,Petyr Baelish
502,1,5,12,Lord Varys
503,1,5,12,Renly Baratheon
504,1,5,13,Arya Stark
505,1,5,14,Arya Stark
506,1,5,14,Eddard Stark
507,1,5,14,Jory Cassel
508,1,5,14,Yoren
509,1,5,15,Arya Stark
510,1,5,15,Jory Cassel
511,1,5,16,Eddard Stark
512,1,5,16,Yoren
513,1,5,17,Catelyn Stark
514,1,5,17,Tyrion Lannister
515,1,5,17,Rodrik Cassel
516,1,5,17,Bronn
517,1,5,17,Vardis Egen
518,1,5,18,Eddard Stark
519,1,5,18,Royal Steward
520,1,5,19,Robert Baratheon
521,1,5,19,Eddard Stark
522,1,5,19,Renly Baratheon
523,1,5,19,Grand Maester Pycelle
524,1,5,19,Lord Varys
525,1,5,19,Petyr Baelish
526,1,5,20,Eddard Stark
527,1,5,21,Eddard Stark
528,1,5,21,Jory Cassel
529,1,5,21,Petyr Baelish
530,1,5,22,Catelyn Stark
531,1,5,22,Tyrion Lannister
532,1,5,22,Lysa Arryn
533,1,5,22,Robin Arryn
534,1,5,22,Vardis Egen
535,1,5,23,Tyrion Lannister
536,1,5,23,Mord
537,1,5,24,Renly Baratheon
538,1,5,24,Loras Tyrell
539,1,5,25,Robert Baratheon
540,1,5,25,Cersei Lannister
541,1,5,26,Eddard Stark
542,1,5,26,Mhaegen
543,1,5,27,Eddard Stark
544,1,5,27,Petyr Baelish
545,1,5,27,Jory Cassel
546,1,5,28,Eddard Stark
547,1,5,28,Jory Cassel
548,1,5,28,Jaime Lannister
549,1,5,28,Petyr Baelish
550,1,6,1,Eddard Stark
551,1,6,1,Cersei Lannister
552,1,6,1,Robert Baratheon
553,1,6,2,Daenerys Targaryen
554,1,6,2,Drogon
555,1,6,2,Rhaegal
556,1,6,2,Viserion
557,1,6,2,Irri
558,1,6,3,Three-Eyed Raven
559,1,6,3,Bran Stark
560,1,6,4,Bran Stark
561,1,6,4,Hodor
562,1,6,5,Bran Stark
563,1,6,5,Theon Greyjoy
564,1,6,5,Robb Stark
565,1,6,6,Bran Stark
566,1,6,6,Osha
567,1,6,6,Stiv
568,1,6,6,Wallen
569,1,6,6,Robb Stark
570,1,6,6,Theon Greyjoy
571,1,6,7,Tyrion Lannister
572,1,6,7,Mord
573,1,6,8,Syrio Forel
574,1,6,8,Arya Stark
575,1,6,9,Daenerys Targaryen
576,1,6,9,Khal Drogo
577,1,6,9,Viserys Targaryen
578,1,6,9,Jorah Mormont
579,1,6,9,Irri
580,1,6,9,Dothraki Crone
581,1,6,9,Doreah
582,1,6,9,Rhaego
583,1,6,10,Drogon
584,1,6,10,Rhaegal
585,1,6,10,Viserion
586,1,6,10,Viserys Targaryen
587,1,6,10,Jorah Mormont
588,1,6,11,Tyrion Lannister
589,1,6,11,Mord
590,1,6,12,Tyrion Lannister
591,1,6,12,Lysa Arryn
592,1,6,12,Catelyn Stark
593,1,6,12,Robin Arryn
594,1,6,12,Vardis Egen
595,1,6,12,Bronn
596,1,6,12,Rodrik Cassel
597,1,6,13,Robert Baratheon
598,1,6,13,Lancel Lannister
599,1,6,13,Renly Baratheon
600,1,6,13,Barristan Selmy
601,1,6,14,Eddard Stark
602,1,6,14,Grand Maester Pycelle
603,1,6,14,Petyr Baelish
604,1,6,14,Beric Dondarrion
605,1,6,14,Joss
606,1,6,15,Bronn
607,1,6,15,Vardis Egen
608,1,6,15,Tyrion Lannister
609,1,6,15,Lysa Arryn
610,1,6,15,Robin Arryn
611,1,6,15,Catelyn Stark
612,1,6,15,Mord
613,1,6,15,Rodrik Cassel
614,1,6,16,Septa Mordane
615,1,6,16,Sansa Stark
616,1,6,16,Joffrey Baratheon
617,1,6,17,Theon Greyjoy
618,1,6,17,Ros
619,1,6,18,Eddard Stark
620,1,6,18,Sansa Stark
621,1,6,18,Arya Stark
622,1,6,19,Daenerys Targaryen
623,1,6,19,Khal Drogo
624,1,6,19,Doreah
625,1,6,19,Jorah Mormont
626,1,6,19,Viserys Targaryen
627,1,6,19,Irri
628,1,6,19,Qotho
629,1,7,1,Jaime Lannister
630,1,7,1,Tywin Lannister
631,1,7,2,Eddard Stark
632,1,7,2,Cersei Lannister
633,1,7,3,Petyr Baelish
634,1,7,3,Ros
635,1,7,3,Armeca
636,1,7,4,Osha
637,1,7,4,Theon Greyjoy
638,1,7,4,Maester Luwin
639,1,7,5,Jon Snow
640,1,7,5,Samwell Tarly
641,1,7,6,Jon Snow
642,1,7,6,Samwell Tarly
643,1,7,6,Jeor Mormont
644,1,7,7,Eddard Stark
645,1,7,7,Renly Baratheon
646,1,7,8,Joffrey Baratheon
647,1,7,8,Robert Baratheon
648,1,7,8,Cersei Lannister
649,1,7,8,Grand Maester Pycelle
650,1,7,8,Renly Baratheon
651,1,7,8,Eddard Stark
652,1,7,8,Barristan Selmy
653,1,7,9,Eddard Stark
654,1,7,9,Barristan Selmy
655,1,7,9,Grand Maester Pycelle
656,1,7,9,Renly Baratheon
657,1,7,9,Lord Varys
658,1,7,10,Khal Drogo
659,1,7,10,Daenerys Targaryen
660,1,7,11,Daenerys Targaryen
661,1,7,11,Jorah Mormont
662,1,7,11,Doreah
663,1,7,11,Rakharo
664,1,7,11,Irri
665,1,7,12,Jorah Mormont
666,1,7,12,Little Bird
667,1,7,13,Wine Merchant
668,1,7,13,Daenerys Targaryen
669,1,7,13,Doreah
670,1,7,13,Irri
671,1,7,13,Rakharo
672,1,7,13,Jorah Mormont
673,1,7,14,Jeor Mormont
674,1,7,14,Jon Snow
675,1,7,14,Pypar
676,1,7,14,Samwell Tarly
677,1,7,14,Grenn
678,1,7,14,Rast
679,1,7,14,Alliser Thorne
680,1,7,14,Maester Aemon
681,1,7,14,Othell Yarwyck
682,1,7,14,Jaremy Rykker
683,1,7,15,Jon Snow
684,1,7,15,Samwell Tarly
685,1,7,15,Pypar
686,1,7,16,Renly Baratheon
687,1,7,16,Eddard Stark
688,1,7,17,Eddard Stark
689,1,7,17,Tomard
690,1,7,17,Petyr Baelish
691,1,7,18,Jon Snow
692,1,7,18,Samwell Tarly
693,1,7,18,Ghost
694,1,7,18,Othell Yarwyck
695,1,7,19,Jon Snow
696,1,7,19,Samwell Tarly
697,1,7,19,Othell Yarwyck
698,1,7,19,Ghost
699,1,7,20,Daenerys Targaryen
700,1,7,20,Jorah Mormont
701,1,7,20,Wine Merchant
702,1,7,20,Rakharo
703,1,7,20,Khal Drogo
704,1,7,21,Khal Drogo
705,1,7,21,Jorah Mormont
706,1,7,21,Qotho
707,1,7,21,Daenerys Targaryen
708,1,7,21,Wine Merchant
709,1,7,22,Eddard Stark
710,1,7,22,Varly
711,1,7,22,Royal Steward
712,1,7,22,Robert Baratheon
713,1,7,23,Eddard Stark
714,1,7,23,Petyr Baelish
715,1,7,23,Lord Varys
716,1,7,24,Eddard Stark
717,1,7,24,Petyr Baelish
718,1,7,24,Lord Varys
719,1,7,24,Royal Steward
720,1,7,24,Janos Slynt
721,1,7,25,Eddard Stark
722,1,7,25,Petyr Baelish
723,1,7,25,Lord Varys
724,1,7,25,Joffrey Baratheon
725,1,7,25,Cersei Lannister
726,1,7,25,Barristan Selmy
727,1,7,25,Sandor Clegane
728,1,7,25,Royal Steward
729,1,7,25,Janos Slynt
730,1,8,1,Syrio Forel
731,1,8,1,Arya Stark
732,1,8,3,Syrio Forel
733,1,8,3,Arya Stark
734,1,8,4,Vayon Poole
735,1,8,5,Septa Mordane
736,1,8,5,Sansa Stark
737,1,8,6,Syrio Forel
738,1,8,6,Arya Stark
739,1,8,6,Meryn Trant
740,1,8,7,Arya Stark
741,1,8,8,Sansa Stark
742,1,8,8,Sandor Clegane
743,1,8,9,Arya Stark
744,1,8,9,Red Keep Stableboy
745,1,8,10,Eddard Stark
746,1,8,10,Lord Varys
747,1,8,11,Samwell Tarly
748,1,8,11,Jeor Mormont
749,1,8,11,Jon Snow
750,1,8,11,Othor
751,1,8,11,Jafer Flowers
752,1,8,11,Othell Yarwyck
753,1,8,12,Jeor Mormont
754,1,8,12,Jon Snow
755,1,8,13,Grand Maester Pycelle
756,1,8,13,Cersei Lannister
757,1,8,13,Lord Varys
758,1,8,13,Petyr Baelish
759,1,8,13,Sansa Stark
760,1,8,14,Robb Stark
761,1,8,14,Maester Luwin
762,1,8,14,Theon Greyjoy
763,1,8,16,Catelyn Stark
764,1,8,16,Lysa Arryn
765,1,8,16,Robin Arryn
766,1,8,17,Tyrion Lannister
767,1,8,17,Bronn
768,1,8,18,Tyrion Lannister
769,1,8,18,Bronn
770,1,8,18,Shagga
771,1,8,19,Samwell Tarly
772,1,8,19,Pypar
773,1,8,19,Jon Snow
774,1,8,19,Alliser Thorne
775,1,8,19,Grenn
776,1,8,19,Jeor Mormont
777,1,8,20,Ghost
778,1,8,20,Jon Snow
779,1,8,21,Jon Snow
780,1,8,21,Ghost
781,1,8,21,Othor
782,1,8,21,Jeor Mormont
783,1,8,22,Daenerys Targaryen
784,1,8,22,Jorah Mormont
785,1,8,22,Rakharo
786,1,8,22,Doreah
787,1,8,22,Irri
788,1,8,22,Mirri Maz Duur
789,1,8,22,Mago
790,1,8,23,Daenerys Targaryen
791,1,8,23,Jorah Mormont
792,1,8,23,Doreah
793,1,8,23,Irri
794,1,8,23,Rakharo
795,1,8,23,Khal Drogo
796,1,8,23,Mago
797,1,8,23,Qotho
798,1,8,23,Mirri Maz Duur
799,1,8,24,Grey Wind
800,1,8,24,Greatjon Umber
801,1,8,24,Bran Stark
802,1,8,24,Theon Greyjoy
803,1,8,24,Robb Stark
804,1,8,25,Bran Stark
805,1,8,25,Robb Stark
806,1,8,25,Rickon Stark
807,1,8,26,Bran Stark
808,1,8,26,Osha
809,1,8,26,Hodor
810,1,8,27,Jon Snow
811,1,8,27,Pypar
812,1,8,27,Grenn
813,1,8,27,Rast
814,1,8,27,Samwell Tarly
815,1,8,28,Catelyn Stark
816,1,8,28,Rodrik Cassel
817,1,8,29,Robb Stark
818,1,8,29,Greatjon Umber
819,1,8,29,Theon Greyjoy
820,1,8,29,Catelyn Stark
821,1,8,29,Rodrik Cassel
822,1,8,30,Catelyn Stark
823,1,8,30,Robb Stark
824,1,8,31,Tyrion Lannister
825,1,8,31,Bronn
826,1,8,31,Shagga
827,1,8,31,Timett
828,1,8,32,Tyrion Lannister
829,1,8,32,Tywin Lannister
830,1,8,32,Bronn
831,1,8,32,Shagga
832,1,8,32,Kevan Lannister
833,1,8,32,Timett
834,1,8,32,Chella
835,1,8,32,Lannister Messenger
836,1,8,33,Rodrik Cassel
837,1,8,33,Catelyn Stark
838,1,8,33,Greatjon Umber
839,1,8,33,Robb Stark
840,1,8,33,Theon Greyjoy
841,1,8,34,Lannister Scout
842,1,8,35,Robb Stark
843,1,8,35,Theon Greyjoy
844,1,8,35,Greatjon Umber
845,1,8,35,Rodrik Cassel
846,1,8,35,Catelyn Stark
847,1,8,35,Lannister Scout
848,1,8,36,Eddard Stark
849,1,8,37,Sansa Stark
850,1,8,37,Joffrey Baratheon
851,1,8,37,Cersei Lannister
852,1,8,37,Sandor Clegane
853,1,8,37,Janos Slynt
854,1,8,37,Grand Maester Pycelle
855,1,8,37,Lord Varys
856,1,8,37,Petyr Baelish
857,1,8,37,Barristan Selmy
858,1,8,37,Royal Steward
859,1,8,37,Meryn Trant
860,1,9,1,Eddard Stark
861,1,9,1,Lord Varys
862,1,9,2,Theon Greyjoy
863,1,9,2,Robb Stark
864,1,9,2,Catelyn Stark
865,1,9,2,Greatjon Umber
866,1,9,2,Rodrik Cassel
867,1,9,3,Walder Frey
868,1,9,3,Joyeuse Erenford
869,1,9,3,Catelyn Stark
870,1,9,3,Stevron Frey
871,1,9,3,Ryger Rivers
872,1,9,4,Catelyn Stark
873,1,9,4,Walder Frey
874,1,9,5,Jon Snow
875,1,9,5,Jeor Mormont
876,1,9,6,Jon Snow
877,1,9,7,Jon Snow
878,1,9,7,Pypar
879,1,9,7,Samwell Tarly
880,1,9,7,Grenn
